index,sentence_id,Sentence,MOS
985,1105,Sie müssen einen Antrag ausfüllen.,1.0
837,949,"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",5.75
965,1085,Sie können bei uns tolle Freizeit-Angebote mitmachen.,1.0
129,157,"Einige Geldautomaten können nicht nur Banknoten verarbeiten, sondern auch Münzen.",1.0
637,721,"Die Auszeichnung wird seit 1901 jedes Jahr am Todestag Alfred Nobels, dem 10 Dezember, in Oslo verliehen.",2.3
402,459,Entlang dieser Linie entspricht die Ablation im Sommer der Akkumulation im Winter.,2.538461538
854,967,Mehr als die erst bei wenigen ins Bewusstsein gedrungene Unionsbürgerschaft hat – bereits vor dem Euro – der Abbau der Grenzkontrollen und Grenzanlagen zwischen den Bürgern der am Schengener Abkommen beteiligten Mitgliedstaaten ein Gefühl europäischer Zusammengehörigkeit wecken können.,5.3
278,324,"Die Pluralisierung der Familienformen mit zunehmender Zahl von Patchwork- und Einelternfamilien erfordert gesellschaftliche Anpassungen, um eine finanzielle Überforderung der Unterhalt zahlenden Eltern beziehungsweise der Sozialsysteme zu vermeiden und zugleich allen Personen einen angemessenen Lebensunterhalt zu sichern.",5.888888889
735,835,"Die Großeltern väterlicherseits trugen noch traditionell jüdische Namen, Abraham und Hindel Einstein.",2.153846154
992,1112,Sie können mit dem bezahlten Betreuer zum Beispiel mit dem Bus fahren.,1.0
219,261,Im Gegensatz zu Rasierhobeln und Systemrasierern fallen bei einem Rasiermesser nach der Anschaffung keine weiteren Kosten für Wechselklingen an.,3.461538462
641,725,"Anders als bei allen anderen Nobelpreisen, die in Stockholm vergeben werden, erfolgt die Verleihung im Rathaus von Oslo, der norwegischen Hauptstadt.",2.111111111
994,1114,"Es ist egal, ob Sie zuhause, alleine oder mit anderen wohnen.",1.0
819,929,"Demzufolge wird das Parlament gemeinsam mit dem Rat als Gesetzgeber tätig, übt gemeinsam mit ihm die Haushaltsbefugnisse aus und nimmt die politische Kontrolle wahr.",3.615384615
877,990,"Der Vater änderte beide Namen nach einer Europareise im Jahre 1934, die ihn im Zusammenhang mit dem in Berlin stattfindenden baptistischen Weltkongress auch nach Deutschland führte, zu Ehren von Martin Luther, für den er große Bewunderung empfand.",4.7
999,1119,Ein netter Betreuer kommt zu Ihnen nach Hause.,1.0
624,707,Dabei ritt er in der Schlacht von Omdurman eine der letzten großen Kavallerieattacken der britischen Militärgeschichte mit.,3.444444444
914,1034,Für Menschen mit Behinderung ist das sehr wichtig.,1.428571429
828,938,"In einer verbindlichen Erklärung aus dem Jahr 2010 haben sich die Parlamentarier mit der Kommission geeinigt, den geltenden europarechtlichen Vorschriften eine Interpretationshilfe zu geben, sodass in Zukunft auf Anstoß des Parlamentes die Kommission innerhalb von zwölf Monaten einen Gesetzentwurf vorlegen oder innerhalb von drei Monaten detailliert begründen muss, warum sie es nicht macht.",5.0
386,442,"Ebenso zu beobachten ist ein Rückgang des Eises in den polaren Gebieten, wo es in den zurückliegenden Jahren vermehrt zum Abbrechen größerer Schelfeise gekommen ist.",4.444444444
378,434,"Gemeint ist damit ein längerfristiger Massenverlust der Gletscher und nicht die in Gebirgen und Hochlagen alljährlich im Frühling einsetzende Schneeschmelze, auch nicht grundsätzlich das Schmelzen im Zehrgebiet, das bei Gletschern, die sich im Gleichgewicht mit dem Klima befinden, im gleichen Maße wie der Massengewinn im Nährgebiet auftritt.",5.555555556
806,916,Diese Anhörung führt in der Regel der entsprechende Ausschuss des Europäischen Parlaments durch und alle Anhörungen werden per Web-Stream über die Website des Europäischen Parlaments auch öffentlich gemacht.,4.111111111
509,580,Der Glacier-Nationalpark ist seit 1976 ein Biosphärenreservat.,2.666666667
267,311,"Studien belegen, dass die Frage, ob Kinder aus der Situation einen Nachteil oder auch einen Vorteil beziehen, nicht mit „Ja“ oder „Nein“ beantwortet werden kann: Die Wirkung der Berufstätigkeit auf das Kind hängt von Kontextfaktoren ab, insbesondere vom Berufskontext, von der Art der Verwendung von Zeit und Geld, von der Qualität der nichtelterlichen Kinderbetreuung und von der Zufriedenheit der Frau mit ihrer Rolle.",5.0
898,1017,"Zu dieser Zeit schrieb er an der Boston University in Massachusetts seine Doktorarbeit mit dem Titel A Comparison of the Conceptions of God in the Thinking of Paul Tillich and Henry Nelson Wieman, wofür ihm 1955 der Titel „Doctor of Philosophy“ verliehen wurde.",2.555555556
441,506,"Das Klima in dieser Zeit war daher nicht nur heiß, sondern auch sehr trocken.",1.0
496,566,In nichtvulkanischen Gebieten können die Temperaturen im Untergrund sehr unterschiedlich sein.,1.222222222
112,137,"Viele Automaten verfügen mittlerweile über eine Sprachauswahl, damit der Kunde die Sprache auswählen kann, die der GAA auf dem Bildschirm anzeigt.",2.090909091
691,786,Das Jahr 1875 markiert den Eintritt Großbritanniens in das neue imperialistische Zeitalter.,2.0
232,274,Zur Zeit des Römischen Reiches unterlag die Verwendung von Rasiermessern der jeweiligen Mode.,3.25
946,1066,Die Wertmarke müssen Sie bezahlen.,1.0
607,686,"Im Jahr 1951 erneut zum Premierminister gewählt, trat er nach einem Schlaganfall 1955 zurück.",2.1
671,763,"Eine Anfrage bei den schwedischen Vergabeinstitutionen ergab, dass der Preis nach deren Ansicht nur dann posthum vergeben werden sollte, wenn der Preisträger erst nach der Entscheidung des Komitees verstarb.",3.416666667
373,428,"Weniger wichtig, aber dennoch nicht unbedeutend ist die sogenannte biologische Kohlenstoffpumpe, bei der Kohlenstoff als Meeresschnee (biogener Teilchenregen) in tiefere Regionen absinkt.",4.1
826,936,Allerdings besitzt das Europäische Parlament – anders als der Bundestag – kein unmittelbares Initiativrecht und kann daher keine eigenen Gesetzesvorlagen einbringen.,3.1
663,754,"Die ausgewählten Personen und Organisationen wirken häufig stark polarisierend, und es kommt bei nahezu jeder Vergabe zu Anfeindungen über die Entscheidung.",3.4
919,1039,Die Agentur für Arbeit bezahlt zum Beispiel auch die Kosten für eine Bewerbung.,1.5
233,275,"Der römische Gelehrte Marcus Terentius Varro schreibt in seinem Lehrbuch De re rustica, das Rasieren des Gesichts habe sich erst um 300 v Chr in Rom verbreitet, nachdem P Ticinius Menas einen Barbier aus Sizilien mitgebracht habe, und Plinius der Ältere schreibt in seiner Naturalis historia, Scipio der Jüngere sei der erste Römer gewesen, der sich jeden Tag rasierte.",4.083333333
818,928,Die Aufgaben des Europäischen Parlaments sind in Art 14 EU-Vertrag beschrieben.,2.166666667
855,968,"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538
676,768,Die Verleihung des Preises an Institutionen wurde zum Teil ebenfalls heftig kritisiert.,2.2
317,369,"Mittlerweile gilt als sehr wahrscheinlich, dass mit der Globalen Erwärmung das Artensterben beschleunigt wird.",2.8
648,735,Das Komitee selbst wählt aus seinen Reihen den Vorsitzenden und dessen Stellvertreter.,2.916666667
410,468,"Kryokonit ist ein dunkler biogener Oberflächenstaub auf Schnee und Eis, der durch Winde in der Atmosphäre über weite Strecken transportiert wird und gewöhnlich auf Gletschern weltweit zu beobachten ist.",4.6
976,1096,Unser Wohnhaus ist in der Nähe der Ravensburger Altstadt.,1.0
709,808,"Großbritannien schloss neue Allianzen: 1902 mit Japan, sowie mit den ehemaligen Erzfeinden Frankreich (entente cordiale) 1904 und Russland 1907 (Triple Entente, Vertrag von Sankt Petersburg).",2.888888889
358,411,"Infolge des menschlichen Kohlenstoffdioxidausstoßes, der zu etwa einem Viertel von den Weltmeeren aufgenommen wird, stieg der Säuregrad der Ozeane seit Beginn der Industrialisierung um knapp 30 % an (Stand 2016).",3.166666667
258,301,"Diskutiert wird, inwieweit es wünschenswert sei, dass beide Eltern teilweise oder voll berufstätig sind, und wie die Unterstützung von Alleinerziehenden zu gestalten ist.",3.5
744,844,"Da dieser wirtschaftlich zufriedenstellend lief, beschlossen sie 1885 und mit Unterstützung der gesamten Familie, eine eigene Fabrik für elektrische Geräte (Elektrotechnische Fabrik J Einstein & Cie) ins Leben zu rufen.",4.0
627,710,"Seinem Biographen Martin Gilbert zufolge war der Vertrag, den Churchill mit der Zeitung aushandelte, „wahrscheinlich der günstigste Vertrag, den überhaupt ein Kriegsberichterstatter bis dahin abgeschlossen hatte“.",3.222222222
632,716,Nach seiner Rückkehr aus dem Burenkrieg kandidierte er erfolgreich bei den Unterhauswahlen des Jahres 1900 und zog im März 1901 als frisch gewählter Konservativer für den Wahlkreis Oldham ins Parlament ein.,3.444444444
282,328,"In vielen Familien ist es zudem ökonomisch kaum möglich, dass sich ein Elternteil ganz der Haus- und Familienarbeit widmet – für eine zunehmende Zahl von Haushalten reicht Anfang des 21 Jahrhunderts ein Erwerbseinkommen allein nicht mehr zum Unterhalt einer Familie aus.",4.0
376,431,"Bei Seamounts, an den Kontinentalhängen und in Flachmeeren (zum Beispiel in Teilen des Weddell-Meeres) kann das anthropogene CO2 bereits bis zum Meeresboden gelangen.",3.9
384,440,"Direkt zu erkennen ist dies an Gemälden, Zeichnungen oder alten Fotografien.",1.7
224,266,In Ägypten kam das Rasieren des Gesichts in der Frühdynastischen Periode (3100–2686 v Chr) zunächst bei den oberen Schichten in Mode und verbreitete sich später auch im Rest der Bevölkerung.,3.2
584,659,"Gleichzeitig entstand einerseits ein Bewusstsein um die Begrenztheit natürlicher Ressourcen insgesamt (etwa nach dem Ölschock der frühen 80er-Jahren), andererseits wurde das Deponieren etwa in urbanen Ballungsräumen (Megacyties) zunehmend undurchführbar.",5.75
886,1000,"King ging mit seiner Schwester Christine zur „Younge Street Elementary School“, auf der es ausschließlich schwarze Schüler gab.",2.25
472,540,"Dies entspricht wiederum einer Leistung von etwa 27,5 Terawatt für die gesamte Erde.",3.571428571
347,400,Der pH-Wert ist für ideal verdünnte Lösungen definiert und daher auf das salzhaltige Meereswasser nicht direkt anwendbar.,3.444444444
505,576,Seine verschiedenen Ökosysteme sind nahezu ungestört.,2.230769231
639,723,"Für die Vergabe ist, im Gegensatz zu den anderen Preiskategorien des Nobelpreises, keine schwedische Institution zuständig, sondern ein vom norwegischen Parlament bestimmtes fünfköpfiges Komitee, weswegen der Preis als einziger unter den Nobelpreisen nicht in Stockholm verliehen wird.",3.9
835,947,"Nach dieser Eingliederung in das ordentliche Gesetzgebungsverfahren bedürfen Verhandlungsergebnisse der Europäischen Kommission im Bereich der Gemeinsamen Handelspolitik der Genehmigung des Europäischen Parlaments, bevor zur Beschlussfassung durch den Europäischen Rat übergegangen werden kann.",5.555555556
797,906,"Als entgegen seiner Absprache mit Artelt auswärtige Truppen zur Niederschlagung der Bewegung anrückten, wurden diese von den Aufständischen abgefangen.",3.4
539,612,"Über 2100 Höhenmeter in acht stratigrafischen Schichten sind im Park aufgeschlossen, was das Gebiet zum besten Forschungsgebiet für die physikalische und chemische Zusammensetzung proterozoischer Gesteine und damit der Umweltbedingungen auf der Erde im Zeitraum von vor zwischen 1,5 Milliarden und 900 Millionen Jahren weltweit macht.",5.888888889
984,1104,Sie können dieses Geld bekommen und damit selbst Ihre Betreuer bezahlen.,1.5
619,699,1893 kam er doch noch als Kadett nach Sandhurst und mit 21 Jahren als Kavallerieleutnant zum 4 Husarenregiment.,3.5
932,1052,Mit dem Ausweis haben Sie viele Vorteile.,1.0
874,987,"James King, der Großvater väterlicherseits, hatte auf Baumwollplantagen bei Stockbridge gearbeitet, etwa 20 Kilometer von Atlanta entfernt.",2.444444444
645,729,"Nobel selbst hat nie erklärt, warum er den Preis nicht wie alle anderen in Schweden vergeben lassen wollte.",1.428571429
923,1043,Manche Menschen können nicht alles alleine entscheiden.,1.0
556,630,"Gesetzlich wird erst von „Recycling“ gesprochen, wenn der Rohstoff zuvor als „Abfall“ einzustufen war; andernfalls handelt es sich um „Wiederverwendung“.",2.8
681,774,"Wie zuvor schon das spanische Kolonialreich galt auch das Empire als „Reich, in dem die Sonne nie untergeht“.",2.0
577,651,Holz- und Papierabfälle verheizte man und Metallteile wurden sowieso eingeschmolzen oder umgeschmiedet.,2.416666667
795,903,"Karl Artelt organisierte den ersten Soldatenrat, dem bald weitere folgten.",1.888888889
85,103,Somit kann eine falsche Beckenhaltung (zB um Missempfindungen aufgrund des Sattels zu vermeiden) zu einer starken Belastung der Wirbelsäule führen.,3.7
242,284,"Zur Rasur teilten sich die Mönche in Paare auf, bei denen jeweils ein Mönch das Rasiermesser und der andere eine Schüssel mit Wasser hielt.",3.846153846
698,793,Wegen des wachsenden Einflusses des Deutschen Reiches und der Vereinigten Staaten büßte Großbritannien seit etwa 1900 zunehmend seine politische und wirtschaftliche Vormachtstellung ein.,3.777777778
951,1071,Sie können den Ausweis 2 mal verlängern.,1.0
159,190,"Am 4 Mai 1887 wurde Berliner für seine Idee das US-Patent No372,786 erteilt; kurioserweise fast zeitgleich mit der Erteilung des Patents für Edisons Phonographen.",3.2
524,596,"Das Erscheinungsbild des Nationalparks prägen die quer zum Hauptkamm verlaufenden von eiszeitlichen Gletschern ausgeschliffenen Trogtäler mit über 750 Seen, von denen nur 131 einen offiziellen Namen tragen.",5.555555556
35,46,"Aber nicht nur in diesem wohl öffentlichen Gebäude fand man Badeeinrichtungen, sondern auch in vielen Häusern der Stadt, die auf ein ausgeprägtes Hygienebedürfnis der Bewohner, vielleicht aber auch auf rituelle Waschungen schließen lassen.",4.181818182
540,613,Der Ursprung der älteren Gesteine des Parks sind klastische Sedimentgesteine.,3.285714286
170,206,"Im Alltag sind mit dem Begriff Würfel meist nur diese Sechsseiter gemeint, und so wurde der Name für den geometrischen Körper übernommen.",3.0
654,744,Seitdem gab es keine Abgeordneten in diesem Ausschuss.,1.9
968,1088,Und wir machen gemeinsam Sport und haben viel Spaß.,1.0
934,1054,Dort können Sie einen Antrag für den Ausweis schreiben.,1.0
924,1044,Die Menschen brauchen vielleicht Hilfe bei wichtigen Entscheidungen.,1.0
484,553,"Im oberflächennahen Grundwasser und in den oberflächennahen Gesteinsschichten wächst mit geringer werdenden Tiefen der Anteil an der Erdwärme, der letztlich aus der Sonneneinstrahlung stammt.",4.5
733,833,"Die Eltern Hermann Einstein (30 August 1847 bis 10 Oktober 1902) und Pauline Einstein, geb Koch (8 Februar 1858 bis 20 Februar 1920, geboren in Cannstatt, Württemberg; gestorben in Berlin), entstammten beide jüdischen Familien, die schon seit Jahrhunderten im schwäbischen Raum ansässig waren.",4.0
95,114,"Als grobe Richtlinie sollten die imaginären Verbindungslinien der drei Kontaktpunkte und des Schulterblattes eine Raute darstellen, deren Seiten möglichst etwa gleich lang sein sollten.",3.647058824
563,637,Es kommt hierbei auf die Qualität und Sortenreinheit der gesammelten Altteile und den Aufbereitungsprozess und die Nachadditivierung an.,4.222222222
240,282,Bei den Mönchsorden regelten genaue Vorschriften die Benutzung und Verwahrung der verwendeten Rasiermesser.,3.555555556
742,842,"Albert wuchs in einer assimilierten, nicht strenggläubigen deutsch-jüdischen Mittelstandsfamilie heran.",2.111111111
863,976,Martin Luther King Jr (* 15 Januar 1929 in Atlanta als Michael King Jr; † 4 April 1968 in Memphis) war ein US-amerikanischer Baptistenpastor und Bürgerrechtler.,1.0
574,648,"Die „Wegwerf-Mentalität“ der Industriezeit existierte aufgrund des Mangels an Gütern wie leeren Flaschen, gebrauchten Holz- oder Metallgegenständen und Ähnlichem nicht.",3.0
690,785,"Mehrere Siedlerkolonien, deren Bevölkerung vor allem durch den stetigen Zustrom von Auswanderern aus dem Mutterland zunahm, erhielten mit der Zeit mehr Autonomie und wurden zu Dominions erhoben.",4.8
460,527,Seit über vier Milliarden Jahren ist der radiale Temperaturverlauf im Erdmantel nur wenig steiler als die Adiabate.,3.4
891,1007,Auch sonst beschreibt King die Atmosphäre an dem College als konstruktiv und weitestgehend frei von Rassismus und Intoleranz gegenüber Schwarzen.,2.111111111
553,627,"Der Begriff „Recycling“ ist ein Lehnwort aus dem Englischen (recycling – ausgesprochen [???sa?kl??] – für „Wiederverwertung“ oder „Wiederaufbereitung“); etymologisch leitet es sich vom griechischen kýklos (Kreis) sowie dem lateinischen Präfix re- (zurück, wieder) ab.",3.4
857,970,"Dabei handelt es sich der Sache nach nicht um EU-Vertragsrecht, wie man an den beteiligten Staaten erkennt.",3.111111111
433,493,"Während die Historische Klimatologie vielfach auf schriftliche Aufzeichnungen, historische Chroniken oder archäologische Artefakte zurückgreift, verwendet die Paläoklimatologie klassische Nachweisverfahren wie die Dendrochronologie (Baumringanalyse), die Palynologie (Pollenuntersuchungen), Tropfsteine sowie die Warvenchronologie (auch Bändertondatierung genannt), die sich auf die Auswertung von Ablagerungen in Still- und Fließgewässern stützt.",5.555555556
206,246,Hierdurch wird die Formgebung weiter eingeschränkt; so sind etwa Würfel mit einer hohen Zahl von Ruhelagen schwerer zu konstruieren.,3.333333333
392,449,"Eine indirekte Wirkung des anthropogenen Klimawandels ist eine veränderte Verteilung von Niederschlägen, die ebenfalls die Massenbilanz von Gletschern beeinflussen kann.",3.666666667
794,902,In der großen Kasernenanlage im Norden Kiels kam es zu Demonstrationen.,2.285714286
870,983,Sein Vater war vor seiner Tätigkeit als Pfarrer unter anderem Hilfsmechaniker in einer Autowerkstatt und Feuerwehrmann bei einer Eisenbahngesellschaft.,2.5
397,454,"Entscheidend für das Fortbestehen eines Gletschers ist seine Massenbilanz, die Differenz von Akkumulation (wie Schneefall, Ablagerung von Triebschnee und Lawinen, Kondensation von atmosphärischem Wasserdampf und Anfrieren von Regenwasser) und Ablation (Schmelze, Sublimation sowie Abbruch von Lawinen).",5.0
766,869,"Aus Furcht vor einem Bürgerkrieg wollte sie – wie auch die bürgerlichen Parteien – die alten kaiserlichen Eliten nicht vollständig entmachten, sondern sie mit den neuen demokratischen Verhältnissen versöhnen.",4.058823529
925,1045,Alte Menschen mit Behinderung bekommen Rente.,1.125
217,259,"Rasiermesser dieser Bauart dominierten im 19 Jahrhundert, der „Goldenen Ära“ des Rasiermessers und wurden lange Zeit nur noch von professionellen Barbieren verwendet.",3.1
4,7,In der Kunst wird spätestens seit dem Barock die Seifenblase durchgängig ikonographisch als ein Vanitassymbol benutzt und spiegelt sowohl die Schönheit als auch die Flüchtigkeit des menschlichen Lebens wider.,4.0
768,871,"Weitere Versuche zur Gründung von Räterepubliken, etwa in Bayern, blieben ebenfalls erfolglos.",3.285714286
642,726,"Der Preisträger des Friedensnobelpreises wird von einem fünfköpfigen Komitee, dem Norwegischen Nobelkomitee, ausgewählt.",2.2
835,947,"Nach dieser Eingliederung in das ordentliche Gesetzgebungsverfahren bedürfen Verhandlungsergebnisse der Europäischen Kommission im Bereich der Gemeinsamen Handelspolitik der Genehmigung des Europäischen Parlaments, bevor zur Beschlussfassung durch den Europäischen Rat übergegangen werden kann.",5.555555556
612,692,"Wie in England üblich, erbte nur der älteste Sohn des Herzogs diesen Titel, nicht aber dessen jüngerer Bruder, Churchills Vater Randolph .",3.0
738,838,"Der erste namentlich nachgewiesene Vorfahre Albert Einsteins, ein aus dem Bodenseeraum stammender Pferde- und Tuchhändler namens Baruch Moses Ainstein, wurde im 17 Jahrhundert in die Gemeinde aufgenommen.",4.8
546,619,Die verschiedenen Gesteinsschichten enthalten Fossilien.,2.428571429
725,824,Seine theoretischen Arbeiten spielten – im Gegensatz zur verbreiteten Meinung – beim Bau der Atombombe und der Entwicklung der Kernenergie nur eine indirekte Rolle.,2.9375
996,1116,Wir beraten Sie gerne.,1.0
683,777,"Im 15 und 16 Jahrhundert, im Zeitalter der Entdeckungen waren Spanien und Portugal die Pioniere der europäischen Erforschung und Eroberung der Welt.",2.4
98,118,In Deutschland hat sich der Begriff Geld(ausgabe)automat durchgesetzt.,1.7
804,914,"Auch in Bezug auf die Bildung der Exekutive, also die Wahl der Europäischen Kommission, wurden die Rechte des Parlaments schrittweise ausgebaut.",4.222222222
727,826,Er nutzte seine außerordentliche Bekanntheit auch außerhalb der naturwissenschaftlichen Fachwelt bei seinem Einsatz für Völkerverständigung und Frieden.,3.111111111
573,647,"Später waren es Schrott- und Lumpensammler, die sich um das Einsammeln, Sortieren und Weiterleiten von wiederverwertbarem Material kümmerten.",4.5
406,463,"Die Erwärmung ist mit zunehmender Nähe zu den Polen (siehe Polare Verstärkung) und mit steigender Höhe in Gebirgen (man spricht vom elevation dependent warming, dt höhenabhängige Erwärmung) stärker ausgeprägt.",3.6
502,573,In Südost-Australien Cooperbecken ist seit 2001 ein kommerzielles Projekt im Gange (Firma Geodynamics Limited).,1.777777778
47,62,"Das waren kleine Räume, in denen ein Becken mit Holzkohle für Hitze sorgte.",2.285714286
32,43,"In Mohenjo-Daro lag ein Bad auf der „Zitadelle“ und befand sich in einem Gebäude mit einem 7 × 12 m großen und 2,4 m tiefen Becken, in das zwei Treppen hinabführten.",2.444444444
779,884,"Als aber am 31 Oktober einige Torpedoboote ihre Geschütze auf diese Schiffe richteten, verschanzten sich rund 200 Meuterer zunächst unter Deck, ließen sich dann aber widerstandslos verhaften.",4.9
839,951,"Für die Union resultiert daraus sowohl ein Akzeptanzproblem bei den EU-Bürgern, denen „Brüssel“ immer undurchsichtiger erscheint, als auch die mit dem Mitgliederwachstum verbundene Schwierigkeit, im bestehenden Institutionengefüge die Arbeits- und Handlungsfähigkeit der einzelnen Organe zu gewährleisten.",6.333333333
200,240,"Andere Polyeder haben verschiedene Typen möglicher Landeflächen, wodurch sich deren Landewahrscheinlichkeiten unterscheiden können.",4.181818182
134,162,Sie bekommen per Post eine Rechnung mit einem aufgedruckten Barcode.,1.0
27,36,Mit der Völkerwanderung kam der Zerfall der römischen Badekultur.,1.666666667
981,1101,In der Freizeit machen wir viel zusammen.,1.0
230,272,"Die Funktion dieser Messer ist laut Frank Gnegel, Autor einer Kulturgeschichte der Selbstrasur, „durch erhaltene Haarreste an den Schneiden eindeutig belegt“.",3.25
489,559,Abhängig von den Druck- und Temperaturbedingungen können Hochenthalpie-Lagerstätten mehr dampf- oder mehr wasserdominiert sein.,3.181818182
772,876,"Zudem waren sie überzeugt, im Sinne der neuen Regierung zu handeln, die Friedensverhandlungen mit der Entente anstrebte.",3.7
378,434,"Gemeint ist damit ein längerfristiger Massenverlust der Gletscher und nicht die in Gebirgen und Hochlagen alljährlich im Frühling einsetzende Schneeschmelze, auch nicht grundsätzlich das Schmelzen im Zehrgebiet, das bei Gletschern, die sich im Gleichgewicht mit dem Klima befinden, im gleichen Maße wie der Massengewinn im Nährgebiet auftritt.",5.555555556
288,336,Die prognostizierten und beobachteten negativen Auswirkungen des Klimawandels werden manchmal als „Klimakatastrophe“ bezeichnet.,2.6
418,476,"Derzeit gibt es ein paar Gletscher, die wachsen.",1.8
674,766,"So entschied man sich, den Preis mit der Begründung nicht zu vergeben, dass es keinen geeigneten Kandidaten gebe.",3.444444444
391,447,"Während der globale Temperaturanstieg in der ersten Hälfte des 20 Jahrhunderts einer Mischung verschiedener natürlicher und anthropogener Faktoren zugemessen wird (Schwankungen in der Solarvariabilität, geringe vulkanische Aktivität und erster deutlicher Anstieg der Treibhausgase), so wird allgemein der sich beschleunigende Temperaturanstieg seit 1970 dem sich deutlich verstärkenden anthropogenen Treibhauseffekt zugerechnet.",4.133333333
592,667,"Sir Winston Leonard Spencer-Churchill KG OM CH PCc RA (* 30 November 1874 in Blenheim Palace, Oxfordshire; † 24 Januar 1965 in London) gilt als bedeutendster britischer Staatsmann des 20 Jahrhunderts.",2.0
498,569,"Generell werden im Bereich der tiefen Geothermie drei Arten der Wärmeentnahme aus dem Untergrund unterschieden; welches der in Frage kommenden Verfahren zum Einsatz kommt, ist von den jeweiligen geologischen Voraussetzungen, von der benötigten Energiemenge sowie dem geforderten Temperaturniveau der Wärmenutzung abhängig.",4.9
138,167,Umgangssprachlich wird die Schallplatte auch als Platte oder mit den aus der Jugendsprache stammenden Begriffen Scheibe beziehungsweise Vinyl bezeichnet.,3.133333333
62,80,"Der Ausdruck Fahrradfahren – auch Radfahren oder Radeln, schweizerisch Velofahren – bezeichnet die Fortbewegung auf einem Fahrrad, sei es als Verkehrsmittel im Radverkehr oder als Sportart, die als Freizeitbeschäftigung, zur Erhaltung der Gesundheit oder als sportlicher Wettkampf bis hin zum Leistungssport betrieben wird.",4.0
471,539,Der gesamte Erdwärmestrom aus radioaktiven Zerfallsprozessen beträgt etwa 900 EJ pro Jahr.,2.4
647,732,"Das Komitee zur Vergabe des Friedensnobelpreises besteht aus fünf Personen, die vom norwegischen Parlament ausgewählt und ernannt werden.",3.111111111
128,155,"Über einen Geldautomaten mit der so genannten „Cash Recycling-Funktion“ wird das eingezahlte Geld geprüft, gebucht und wieder an nachfolgende Kunden ausbezahlt, wodurch sich der Aufwand für das Wiederbefüllen reduziert.",3.111111111
855,968,"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538
520,592,Im Süden verlaufen die Bahnlinie der Great Northern Railway und der US Highway US 2 auf oder nahe der Parkgrenze.,2.6
838,950,Das die Strukturen der Europäischen Union langzeitig bestimmende unübersichtliche Vertragskonglomerat ist auf diese Art und Weise von Kompromiss zu Kompromiss und von Erweiterung zu Erweiterung der Gemeinschaft komplexer geworden.,3.666666667
859,972,"Die Vorbereitungen zur endlichen Verwirklichung einer Wirtschafts- und Währungsunion waren zwar bereits vor dem Ende der Blockkonfrontation 1989 in ein konkretes Stadium getreten, ihre Durchsetzung allen dann folgenden Krisen und Widrigkeiten zum Trotz ist aber – wie der Unionsvertrag – kaum zu denken ohne die deutsch-französische Achse Mitterrand-Kohl und ohne die Dynamik einer grundlegend veränderten Welt- und europapolitischen Lage.",5.625
64,82,"Ein Fahrrad mit limitierter Tretunterstützung („Pedelec“) unterstützt den Fahrer bis zu einer Geschwindigkeit von 25 km/h, bestimmte Modelle sogar bis 45 km/h (S-Pedelec).",2.333333333
812,922,"Seit der letzten Europawahl umfasst das Parlament regulär 750 Sitze zuzüglich des Präsidenten, also 751 Abgeordnete (Art 14 Abs 2 EU-Vertrag) und damit die 1,7-fache Anzahl vom Repräsentantenhaus der Vereinigten Staaten.",3.0
14,19,"Die Schichtdicke der Seifenblase lässt sich beobachten: Spiegelt die Oberfläche in bunten Interferenzfarben, ist die Schichtdicke vergleichbar mit der Wellenlänge des Lichts.",4.2
156,187,1887 gelang Berliner der entscheidende Durchbruch.,2.222222222
40,52,"Vergleichbare Stellen belegen eine sorgfältige Reinigung vor Gebeten und Opfern und die Sitte, dem Gast zunächst Wasser zu reichen, damit er sich seine Hände waschen könne und ihm anschließend ein Bad anzubieten.",4.7
492,562,So werden negative Umwelteinwirkungen vermieden und gleichzeitig die Produktivität durch Aufrechterhalten eines höheren Druckniveaus in der Lagerstätte verbessert.,4.0
379,435,Eine wesentliche Messgröße zur Beurteilung des Gletscherschwunds ist die von Glaziologen erhobene Massenbilanz.,4.6
187,225,"Um laute Aufprallgeräusche und ein Wegrollen der Würfel zu vermeiden, wird manchmal ein gepolstertes und berandetes Brett (Würfelbrett oder Würfelteller genannt) eingesetzt.",4.5
763,866,Sie führte am 9 November 1918 in Berlin zur Ausrufung der Republik und zur Machtübernahme der Mehrheitssozialisten unter Friedrich Ebert.,2.2
